"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6354","Сохранение состояния корзины при смене города","","Sun Feb 15 18:30:48 UTC 2026","failed","Sun Feb 15 18:30:54 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
"","17177","Добавление товара в корзину","","Sun Feb 15 18:30:31 UTC 2026","failed","Sun Feb 15 18:30:48 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
