"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7697","Сохранение состояния корзины при смене города","","Sun Feb 15 16:29:56 UTC 2026","failed","Sun Feb 15 16:30:03 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
"","16295","Добавление товара в корзину","","Sun Feb 15 16:29:39 UTC 2026","failed","Sun Feb 15 16:29:55 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
