"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11442","Добавление товара в корзину","","Sun Feb 15 21:58:49 UTC 2026","failed","Sun Feb 15 21:59:01 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
"","6149","Сохранение состояния корзины при смене города","","Sun Feb 15 21:59:01 UTC 2026","failed","Sun Feb 15 21:59:07 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
