"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21398","Добавление товара в корзину","","Sun Feb 15 16:25:46 UTC 2026","failed","Sun Feb 15 16:26:07 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
"","6498","Сохранение состояния корзины при смене города","","Sun Feb 15 16:26:07 UTC 2026","failed","Sun Feb 15 16:26:14 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
