"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6145","Сохранение состояния корзины при смене города","","Sun Feb 15 21:26:58 UTC 2026","failed","Sun Feb 15 21:27:05 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
"","17518","Добавление товара в корзину","","Sun Feb 15 21:26:41 UTC 2026","failed","Sun Feb 15 21:26:58 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
