"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32103","Добавление товара в корзину","","Sun Feb 15 16:39:09 UTC 2026","failed","Sun Feb 15 16:39:41 UTC 2026","","tests_ui.AddToCartTest","tests_ui.AddToCartTest","addPizzaToCartTest"
"","6470","Сохранение состояния корзины при смене города","","Sun Feb 15 16:39:41 UTC 2026","failed","Sun Feb 15 16:39:47 UTC 2026","","tests_ui.CityTest","tests_ui.CityTest","keepCartWhenCityChangesTest"
